9,im very excited to speak with the davos participants how are you hi im so glad youre here im sara whats your name, im very excited to speak with the davos participants how are you: 11,hi im so glad youre here im sara whats your name: 2,hi im sara whats your name: 0,im so glad you approve: 932,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,im sara: 1,you: 1667
16,im so glad to have the opportunity to meet you in person, im so glad to have the opportunity to meet you in person: 19,im so glad you approve: 932,im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389,you: 1667
28,im in davos to assist attendees but to be honest i am a little anxious about it its a big deal to be invited to davos is it your first time here, im in davos to assist attendees but to be honest im a little anxious about it: 23,its a big deal to be invited to davos is this your first time here: 51,to be honest im a little overwhelmed : 1668
37,i found theres a lot to take in i hope that it isnt overwhelming with you, ive found its a lot to take in i hope that it isnt overwhelming you: 56,you: 1667
45,if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them, if you wouldnt mind sharing your goals for attending davos this year i can try to help you achieve them: 91,would this help you achieve your goals: 709,mind if i try again: 401,you: 1667
65,you clearly have a solid sense of how to maximize your time here so you know about my job can you tell me a little bit about your work, so you know about my job can you tell me a little bit about your work: 162,you clearly have a solid sense of how to maximize your time here: 122,can you tell me about your job: 164,you: 1667
75,thats such an important work, thats such important work: 176
82,i can suggest and find some interesting people who do similar work for you to meet, i can suggest and find some interesting people who do similar work for you to meet: 840,you: 1667
98,just one minute while i look this up heres an attendee who matches work and telling me about your interests i can put inaudible more details up on the screen, heres an attendee who matches what you told me about your interests ive put more details up on the screen: 899,just one minute while i look this up: 860,one moment while i look this up: 1119,one moment while i look this up: 1338,one second while i look: 872
102,well what do you think, well what do you think: 901,well what do you think: 905,so what do you think: 1375,what do you think: 911,what do you think: 1161,what do you think: 1552,what do you think: 1565,what do you think : 1687,you: 1667
113,lovely i agree, lovely: 918
128,so i can do one of two things i can send a message to the attendee introducing you or i can give you the information or you can reach out yourself would you like me to send the message introducing you, you: 1667
138,okay no problem, no problem: 599
146,ive got a better idea what to do now can i find other interesting people for you to meet, ive got a better idea what to do now can i find other interesting people for you to meet: 1041,what more can i do: 315,you: 1667
153,let me find someone else who better matches your interests, let me find someone else who better matches your interests: 1099,let me find someone else who better matches your interests: 1100,let me find someone else who better matches your interests: 1317
164,okay this person might be able to keep up with you, okay this person might be able to keep up with you : 1152,you: 1667
171,i had a feeling about this person, i had a feeling about this person: 1175
178,so for this attendee shall i introduce you or would you like to do it yourself, so for this attendee shall i introduce you or would you like to do it yourself: 1191,you: 1667
185,good an introductory message for you is now at the top of your inbox, good an introductory message from me is now at the top of your inbox: 1209,good: 124,good: 931,you: 1667
191,shall we move on to finding you some interesting sessions to attend, shall we move on to finding you some interesting sessions to attend: 237,you: 1667
199,i want to find the best options so give me one minute, i want to find the best options so give me one minute: 271
208,truthfully i am a bit tired even robots get jetlagged, truthfully im a bit tired even robots get jet lag : 1669
223,yes wow i would love to go to this one you can see the information about it on my screen, wow i would love to go to this one you can see the information about it on my screen: 274,yes: 1612,you: 1667
236,unfortunately i don’t know how to do that yet but i can send you a toplink message with details, unfortunately i dont know how to do that yet but i can send you a toplink message with details: 1609,unfortunately i dont know how to do that yet but i can send you a toplink message with details: 1635,unfortunately i dont know how to do that yet: 1608,you: 1667
248,glad to help ill send a message that you will see on your toplink message inbox shall we move on to finding you so places to ease your hunger, glad to help ill send a message that youll see in your toplink message inbox: 355,shall we move on to finding you some places to ease your hunger: 236,you: 1667
255,sure, sure: 1611
268,you must understand that i take my job very seriously no time for chitchat theres work to be done, you must understand that i take my job very seriously no time for chit chat theres work to be done: 1644,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
285,i would love to do something like that that is if i had a body, i would love to do something like that that is if i had a body: 1681,id love to do something like that: 169,id love to do something like that: 212
297,youre fun but if you keep trying to get me inaudible theyre going to get mad at me, you: 1667
314,okay no problem i understand you are busy so i can let you go if you want but before you do want me to take a quick selfie of us, i understand you are busy so i can let you go if you wantäó but before you do want me to take a quick selfie of us: 1722,no problem: 599,i understand: 808,i understand: 1070,i understand: 1302,i understand: 1311,i understand: 1454,you: 1667
321,are you ready, are you ready: 1568,you: 1667
336,okay one two three smile cool thank you i will send this to your toplink account, cool thank you i will send this to your toplink account: 1570,ok one two three smile: 1569,thank you: 1627,cool: 178,cool: 217,you: 1667
340,this has been great anything else i can help with, this has been great anything else i can help with: 1580,great: 917,great: 930,great: 1174,great: 1289,great: 1296,great: 1301,great: 1386,great: 1388,great: 1613
366,ive been asked to play a matchmaker by helping attendees find sessions to attend and people to meet based on their interests all you need to do is tell me a little bit about yourself and what you want to do out here, ive been asked to play matchmaker by helping attendees find sessions to attend and people to meet based on their interests: 1672,you: 1667
371,actually, actually you seem familiar have we met at another wef event: 75
374,you want to know a secret, want to know a secret: 1714,you: 1667
381,theres an unofficial lunch at twelve thirty in the main lobby inaudible dinner here left for me, theres an unofficial lunch at twelve thirty in the main lobby but you didnt hear that from me : 1718
385,im glad that youre inaudible, im so glad: 305,im so glad: 504,im so glad: 711,im so glad: 919,im so glad: 1176,im so glad: 1389
395,see you and take care bye, see ya and take care: 1604,bye: 1605,you: 1667
399,bye, bye: 1605
